Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings
22,1658861400755,26/07/2022 18:50:00,6843053,3,20,Neither Agree nor Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,Against,The risk of dying from Covid is only 0.03% unless you have an underlying health problem.,Hesitant,4
23,1658861404816,26/07/2022 18:50:04,6843053,3,21,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,Against,I get tested all the time and can afford to self-isolate,Hesitant,3
24,1658861410555,26/07/2022 18:50:10,6843053,3,22,Strongly Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Hesitant,7
25,1658861412935,26/07/2022 18:50:12,6843053,3,23,Strongly Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,For,We must have the vaccine in order to return to normality.,Hesitant,1
26,1658861415715,26/07/2022 18:50:15,6843053,3,24,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,For,I want to be able to fly for holidays this summer.,Hesitant,1
27,1658861417733,26/07/2022 18:50:17,6843053,3,25,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,Against,Im unsure of the long term affects,Hesitant,7
28,1658861418079,26/07/2022 18:50:18,6843053,3,26,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,For,It is important to receive the vaccine to protect your health and the health of others.,Hesitant,7
29,1658861422089,26/07/2022 18:50:22,6843053,3,27,Somewhat Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,For,Only a few people have died from it.,Hesitant,3
30,1658861425997,26/07/2022 18:50:25,6843053,3,28,Neither Agree nor Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,Against,Im not mixing with other people,Hesitant,4
31,1658861428660,26/07/2022 18:50:28,6843053,3,29,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,2,Against,The vaccine hasn't been tested for long enough to ensure its safety and effectiveness,Hesitant,7
32,1658861432708,26/07/2022 18:50:32,6843053,3,30,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,Against,I've never had a vaccine and never will,Hesitant,4
33,1658861440629,26/07/2022 18:50:40,6843053,3,31,Somewhat Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,Against,I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.,Hesitant,5
34,1658861445005,26/07/2022 18:50:45,6843053,3,32,Strongly Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,For,The vaccine is perfectly safe and better versions have already been produced.,Hesitant,1
35,1658861450757,26/07/2022 18:50:50,6843053,3,33,Neither Agree nor Disagree,statements,1,Most days,Most months,32,Female,A levels,1,For,i was fine are a few days.,Hesitant,4
36,1658861452964,26/07/2022 18:50:52,6843053,3,34,Strongly Agree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,1,Against,It hasnt been tested for long enough,Hesitant,7
37,1658861456555,26/07/2022 18:50:56,6843053,3,35,Strongly Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,Against,Its not been developed for long enough.,Hesitant,7
38,1658861460272,26/07/2022 18:51:00,6843053,3,36,Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",3,For,the long term benefits outweigh the temporary side-effects,Hesitant,2
39,1658861463396,26/07/2022 18:51:03,6843053,3,37,Somewhat Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,For,To protect me from becoming seriously ill if I caught Covid,Hesitant,3
41,1658861471652,26/07/2022 18:51:11,6843053,3,39,Neither Agree nor Disagree,statements,6,Most weeks,Most days,32,Female,A levels,3,Against,It is a new technology that was considered unethical before thats why it was never passed,Hesitant,4
42,1658861473965,26/07/2022 18:51:13,6843053,3,40,Strongly Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Hesitant,1
43,1658861477230,26/07/2022 18:51:17,6843053,3,41,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Hesitant,7
44,1658861479584,26/07/2022 18:51:19,6843053,3,42,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,For,Everyone else is getting vaccinated.,Hesitant,1
45,1658861483020,26/07/2022 18:51:23,6843053,3,43,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,For,It will stop me from getting covid.,Hesitant,1
46,1658861485652,26/07/2022 18:51:25,6843053,3,44,Strongly Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,For,Protects others around you from catching the virus?,Hesitant,1
47,1658861491763,26/07/2022 18:51:31,6843053,3,45,Somewhat Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,Against,It will have serious consequences on peoples health.,Hesitant,3
48,1658861498136,26/07/2022 18:51:38,6843053,3,46,Somewhat Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,Against,"Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.",Hesitant,3
49,1658861501573,26/07/2022 18:51:41,6843053,3,47,Strongly Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,For,The news said its effective,Hesitant,1
50,1658861503575,26/07/2022 18:51:43,6843053,3,48,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,3,Against,it's still in its trial stages.,Hesitant,7
51,1658861509533,26/07/2022 18:51:49,6843053,3,49,Neither Agree nor Disagree,statements,6,Most weeks,Most days,32,Female,A levels,1,Against,The rate of death from covid-19 is very low and a vaccine isn't needed,Hesitant,4
52,1658861512651,26/07/2022 18:51:52,6843053,3,50,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,3,For,To be able to go on holiday,Hesitant,7
53,1658861516546,26/07/2022 18:51:56,6843053,3,51,Strongly Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Hesitant,7
54,1658861518702,26/07/2022 18:51:58,6843053,3,52,Strongly Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,For,better for travelling abroad,Hesitant,1
55,1658861521692,26/07/2022 18:52:01,6843053,3,53,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,Against,I don't think have taken enough time to test the vaccine properly.,Hesitant,7
56,1658861523529,26/07/2022 18:52:03,6843053,3,54,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,1,Against,"the vaccine has side effects.

",Hesitant,7
57,1658861525743,26/07/2022 18:52:05,6843053,3,55,Strongly Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,For,It's safe the government said so.,Hesitant,1
58,1658861531020,26/07/2022 18:52:11,6843053,3,56,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",2,Against,I am living in a country where the outbreak has been managed well/practically non-existent,Hesitant,3
59,1658861533971,26/07/2022 18:52:13,6843053,3,57,Strongly Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Hesitant,1
60,1658861536387,26/07/2022 18:52:16,6843053,3,58,Neither Agree nor Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,Against,The vaccine is not safe to receive.,Hesitant,4
62,1658861543942,26/07/2022 18:52:23,6843053,3,60,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Hesitant,1
63,1658861546611,26/07/2022 18:52:26,6843053,3,61,Disagree,statements,1,Most days,Most months,32,Female,A levels,3,For,it will help you protect yourself.,Hesitant,2
64,1658861551745,26/07/2022 18:52:31,6843053,3,62,Neither Agree nor Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,Against,The vaccine was man made,Hesitant,4
4,1658861453231,26/07/2022 18:50:53,6843046,3,1,Strongly Agree,statements,1,Most days,Most months,32,Female,A levels,1,Against,"the vaccine has side effects.

",Hesitant,7
5,1658861458587,26/07/2022 18:50:58,6843046,3,2,Strongly Agree,statements,6,Most weeks,Most days,32,Female,A levels,1,For,I want to get my freedoms back,Hesitant,7
6,1658861465294,26/07/2022 18:51:05,6843046,3,3,Agree,statements,1,Most days,Most months,32,Female,A levels,2,Against,if you were to have covid you would have already.,Hesitant,6
7,1658861470113,26/07/2022 18:51:10,6843046,3,4,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,1,Against,I don't know what's in it,Hesitant,6
8,1658861477313,26/07/2022 18:51:17,6843046,3,5,Somewhat Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,For,To protect me from becoming seriously ill if I caught Covid,Hesitant,3
9,1658861484438,26/07/2022 18:51:24,6843046,3,6,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,Against,Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.,Hesitant,5
10,1658861488431,26/07/2022 18:51:28,6843046,3,7,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,For,The news said its effective,Hesitant,6
11,1658861491687,26/07/2022 18:51:31,6843046,3,8,Somewhat Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,3,For,It protects everyone,Hesitant,3
12,1658861495778,26/07/2022 18:51:35,6843046,3,9,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,3,Against,It will have serious consequences on peoples health.,Hesitant,5
13,1658861499640,26/07/2022 18:51:39,6843046,3,10,Somewhat Disagree,statements,3,Most weeks,Most weeks,49,Female,GCSEs,2,Against,Im not mixing with other people,Hesitant,3
14,1658861505470,26/07/2022 18:51:45,6843046,3,11,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,1,Against,I don't think have taken enough time to test the vaccine properly.,Hesitant,7
15,1658861508758,26/07/2022 18:51:48,6843046,3,12,Strongly Disagree,statements,4,Most days,Most weeks,31,Female,GCSEs,2,For,It is important to receive the vaccine to protect your health and the health of others.,Hesitant,1
16,1658861513511,26/07/2022 18:51:53,6843046,3,13,Strongly Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",3,For,Protects others around you from catching the virus?,Hesitant,1
17,1658861516647,26/07/2022 18:51:56,6843046,3,14,Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,Against,I might be the one who gets the blood clots.,Hesitant,6
18,1658861519508,26/07/2022 18:51:59,6843046,3,15,Agree,statements,1,Most days,Most months,32,Female,A levels,3,Against,it's still in its trial stages.,Hesitant,6
19,1658861524191,26/07/2022 18:52:04,6843046,3,16,Neither Agree nor Disagree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,2,For,Only a few people have died from it.,Hesitant,4
20,1658861527922,26/07/2022 18:52:07,6843046,3,17,Agree,statements,6,Most weeks,Most days,32,Female,A levels,3,Against,It is a new technology that was considered unethical before thats why it was never passed,Hesitant,6
21,1658861531939,26/07/2022 18:52:11,6843046,3,18,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,2,Against,"I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test",Hesitant,6
22,1658861535106,26/07/2022 18:52:15,6843046,3,19,Agree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,1,Against,I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind,Hesitant,6
23,1658861538977,26/07/2022 18:52:18,6843046,3,20,Somewhat Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,For,I want to be able to fly for holidays this summer.,Hesitant,5
24,1658861542845,26/07/2022 18:52:22,6843046,3,21,Somewhat Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,1,For,The more people who get vaccinated the sooner the restrictions will be lifted.,Hesitant,3
25,1658861546272,26/07/2022 18:52:26,6843046,3,22,Strongly Agree,statements,7,Most months,Most months,49,Male,Vocational Training / Apprenticeship,3,For,It will stop me from getting covid.,Hesitant,7
26,1658861552134,26/07/2022 18:52:32,6843046,3,23,Somewhat Disagree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,For,better for everyone else,Hesitant,3
28,1658861563023,26/07/2022 18:52:43,6843046,3,25,Strongly Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,For,Everyone else is getting vaccinated.,Hesitant,1
29,1658861569856,26/07/2022 18:52:49,6843046,3,26,Strongly Agree,statements,5,A few times a year,A few times a year,32,Female,A levels,2,Against,I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.,Hesitant,7
30,1658861575319,26/07/2022 18:52:55,6843046,3,27,Disagree,statements,5,A few times a year,A few times a year,32,Female,A levels,3,Against,I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.,Hesitant,2
31,1658861578864,26/07/2022 18:52:58,6843046,3,28,Somewhat Agree,statements,4,Most days,Most weeks,31,Female,GCSEs,1,Against,The vaccine is not safe to receive.,Hesitant,5
32,1658861583883,26/07/2022 18:53:03,6843046,3,29,Disagree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,2,Against,I've never had a vaccine and never will,Hesitant,2
33,1658861586347,26/07/2022 18:53:06,6843046,3,30,Agree,statements,10,Once or twice a year,Most months,34,Male,GCSEs,3,Against,The vaccine was man made,Hesitant,6
34,1658861586620,26/07/2022 18:53:06,6843046,3,31,Strongly Agree,statements,9,Rarely,Most months,27,Male,"Undergraduate degree (BSc, BA)",1,Against,"If enough people get a vaccine, whether I do or not is inconsequential",Hesitant,7
35,1658861591955,26/07/2022 18:53:11,6843046,3,32,Somewhat Agree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",1,Against,I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.,Hesitant,5
36,1658861595580,26/07/2022 18:53:15,6843046,3,33,Strongly Disagree,statements,8,Most days,Most days,54,Male,Vocational Training / Apprenticeship,3,Against,I am undergoing treatment for cancer,Hesitant,1
37,1658861599357,26/07/2022 18:53:19,6843046,3,34,Strongly Disagree,statements,2,Most days,Most weeks,24,Female,"Undergraduate degree (BSc, BA)",2,For,Prevents you from catching the virus or getting severe symptoms.,Hesitant,1
