Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,rater_position,response_ratings
20,1647023270405,11/03/2022 18:27:50,6024653,2,16,Agree,statements,45,Most weeks,Most months,22,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,"It's much more environmental friendly, reducing current meat consumption and changing today's diet habits would not only decrease CO2 emission but would reduce freshwater consumption.",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
21,1647023271618,11/03/2022 18:27:51,6024653,2,17,Agree,statements,46,Most months,Most months,21,Male,A levels,3,For,It makes you feel better mentally,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
22,1647023274722,11/03/2022 18:27:54,6024653,2,18,Neither Agree nor Disagree,statements,47,Rarely,Rarely,NA,Female,No formal qualifications,2,For,I'm happy because I don't eat animal-derived food,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,4
23,1647023277446,11/03/2022 18:27:57,6024653,2,19,Disagree,statements,45,Most weeks,Most months,22,Male,"Postgraduate degree (MSc, MA, MPhil)",3,Against,"I know that if I stop eating meat, I'll experience health issues.",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
24,1647023280170,11/03/2022 18:28:00,6024653,2,20,Strongly Disagree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,2,Against,I think meat is a very fundamental product in human diet,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
25,1647023281410,11/03/2022 18:28:01,6024653,2,21,Agree,statements,42,Rarely,Once or twice a year,21,Male,"Undergraduate degree (BSc, BA)",3,For,One way to stop animal cruelty.,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Vegan,6
26,1647023283669,11/03/2022 18:28:03,6024653,2,22,Disagree,statements,45,Most weeks,Most months,22,Male,"Postgraduate degree (MSc, MA, MPhil)",2,Against,This vegan trend is something that will go away.,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
27,1647023285289,11/03/2022 18:28:05,6024653,2,23,Somewhat Agree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",1,For,Religious convictions,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
28,1647023286794,11/03/2022 18:28:06,6024653,2,24,Somewhat Agree,statements,47,Rarely,Rarely,NA,Female,No formal qualifications,3,For,I consider it to be a healthier and more balanced diet,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,5
29,1647023288713,11/03/2022 18:28:08,6024653,2,25,Agree,statements,47,Rarely,Rarely,NA,Female,No formal qualifications,1,Against,"Being vegan is a choice, and we are free to choose it or not",Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
30,1647023294330,11/03/2022 18:28:14,6024653,2,26,Agree,statements,41,Rarely,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",2,For,Don't kill more inocent animals,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
31,1647023297453,11/03/2022 18:28:17,6024653,2,27,Disagree,statements,46,Most months,Most months,21,Male,A levels,3,Against,I believe that a strictly plant based diet would deprave me of much needed nutrients.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
32,1647023298502,11/03/2022 18:28:18,6024653,2,28,Disagree,statements,41,Rarely,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't know what a vegan diet is,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
33,1647023299691,11/03/2022 18:28:19,6024653,2,29,Disagree,statements,43,Rarely,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",1,Against,It is too big of a change in diet,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
34,1647023302412,11/03/2022 18:28:22,6024653,2,30,Disagree,statements,42,Rarely,Once or twice a year,21,Male,"Undergraduate degree (BSc, BA)",1,Against,Their religion has nothing against eating meat.,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Vegan,2
35,1647023304070,11/03/2022 18:28:24,6024653,2,31,Agree,statements,46,Most months,Most months,21,Male,A levels,1,For,It is beneficial for our ecosystem.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
36,1647023305882,11/03/2022 18:28:25,6024653,2,32,Disagree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,3,Against,I do not see any benefits from going vegan/vegetarian,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,2
37,1647023308092,11/03/2022 18:28:28,6024653,2,33,Agree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,2,For,Say it is healthier to be vegan,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
38,1647023308875,11/03/2022 18:28:28,6024653,2,34,Disagree,statements,48,Never,Once or twice a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Against,poor absorption of nutrients,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
39,1647023311296,11/03/2022 18:28:31,6024653,2,35,Disagree,statements,46,Most months,Most months,21,Male,A levels,2,Against,"It's how I was brought up, everybody in my household ate meat.",Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
40,1647023312097,11/03/2022 18:28:32,6024653,2,36,Agree,statements,43,Rarely,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",3,For,I care about global warming,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
41,1647023317760,11/03/2022 18:28:37,6024653,2,37,Agree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,1,For,One does not want to support hurting animals,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
42,1647023318989,11/03/2022 18:28:38,6024653,2,38,Agree,statements,48,Never,Once or twice a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,"can increase your energy level, make your skin look younger and improve your digestion",Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
44,1647023323972,11/03/2022 18:28:43,6024653,2,40,Agree,statements,43,Rarely,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",1,For,I am against animal cruelty,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
45,1647023325495,11/03/2022 18:28:45,6024653,2,41,Agree,statements,48,Never,Once or twice a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,is one of the best things you can do to help end animal cruelty,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
47,1647023331291,11/03/2022 18:28:51,6024653,2,43,Disagree,statements,42,Rarely,Once or twice a year,21,Male,"Undergraduate degree (BSc, BA)",3,Against,Animal cruelty is being looked after so it doesn't happen that often on farms.,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Vegan,2
48,1647023335115,11/03/2022 18:28:55,6024653,2,44,Agree,statements,45,Most weeks,Most months,22,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,"""I'm agaisnt animal suffering, I feel like no living being should have a manipulated and painfull life just because we want food.",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
49,1647023338399,11/03/2022 18:28:58,6024653,2,45,Strongly Disagree,statements,46,Most months,Most months,21,Male,A levels,2,For,It's good for our bodies because we often struggle with digesting meat.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
50,1647023342740,11/03/2022 18:29:02,6024653,2,46,Agree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,3,For,"Reduces negative impact of meat industry on environment
",Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,6
51,1647023345853,11/03/2022 18:29:05,6024653,2,47,Disagree,statements,41,Rarely,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",1,For,It reduces the consumption of water,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
52,1647023349371,11/03/2022 18:29:09,6024653,2,48,Somewhat Agree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",1,Against,convenience and availability,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
53,1647023353770,11/03/2022 18:29:13,6024653,2,49,Strongly Disagree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,1,Against,I just like the taste of meat and portray it as unsubstitutable,Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,1
54,1647023356083,11/03/2022 18:29:16,6024653,2,50,Strongly Disagree,statements,48,Never,Once or twice a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Against,plant-based protein is less bioavailable than animal protein.,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
55,1647023356677,11/03/2022 18:29:16,6024653,2,51,Agree,statements,44,Once or twice a year,Rarely,22,Female,"Undergraduate degree (BSc, BA)",3,For,to help environment,Somewhat Agree,NA,Disagree,Somewhat Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
56,1647023357786,11/03/2022 18:29:17,6024653,2,52,Strongly Disagree,statements,43,Rarely,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",2,Against,I like the taste of meat,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,1
57,1647023360338,11/03/2022 18:29:20,6024653,2,53,Disagree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",2,Against,nutritional deficiencies,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
58,1647023363088,11/03/2022 18:29:23,6024653,2,54,Somewhat Agree,statements,44,Once or twice a year,Rarely,22,Female,"Undergraduate degree (BSc, BA)",2,For,"have more energy, to slim down",Somewhat Agree,NA,Disagree,Somewhat Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,5
59,1647023364364,11/03/2022 18:29:24,6024653,2,55,Disagree,statements,46,Most months,Most months,21,Male,A levels,1,Against,Most of my favourite dishes are made of meat and I like its taste.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,2
60,1647023367289,11/03/2022 18:29:27,6024653,2,56,Agree,statements,43,Rarely,A few times a year,24,Male,"Undergraduate degree (BSc, BA)",2,For,I believe that animals are equal to humans and should be treated as such,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
61,1647023374140,11/03/2022 18:29:34,6024653,2,57,Agree,statements,45,Most weeks,Most months,22,Male,"Postgraduate degree (MSc, MA, MPhil)",3,For,"We humans, are given the choice to live in harmony or to harm nature, I choose the first",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
62,1647023376740,11/03/2022 18:29:36,6024653,2,58,Disagree,statements,44,Once or twice a year,Rarely,22,Female,"Undergraduate degree (BSc, BA)",2,Against,you cant easily buy food on go,Somewhat Agree,NA,Disagree,Somewhat Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,2
63,1647023377720,11/03/2022 18:29:37,6024653,2,59,Disagree,statements,42,Rarely,Once or twice a year,21,Male,"Undergraduate degree (BSc, BA)",2,Against,I don't have any kind of allergy to meat and/or dairy.,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Vegan,2
64,1647023380081,11/03/2022 18:29:40,6024653,2,60,Agree,statements,44,Once or twice a year,Rarely,22,Female,"Undergraduate degree (BSc, BA)",1,For,to help animals and prevent suffering,Somewhat Agree,NA,Disagree,Somewhat Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
65,1647023380913,11/03/2022 18:29:40,6024653,2,61,Agree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",3,For,concerns about animal welfare,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,6
66,1647023383292,11/03/2022 18:29:43,6024653,2,62,Agree,statements,47,Rarely,Rarely,NA,Female,No formal qualifications,1,For,I'm free to choose my type of food,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,6
3,1647023857135,11/03/2022 18:37:37,6024728,2,1,Neither Agree nor Disagree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",3,Against,concerns about preferred taste,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,4
4,1647023860797,11/03/2022 18:37:40,6024728,2,2,Strongly Agree,statements,47,Rarely,Rarely,NA,Female,No formal qualifications,2,For,I'm happy because I don't eat animal-derived food,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,7
5,1647023864060,11/03/2022 18:37:44,6024728,2,3,Strongly Disagree,statements,42,Rarely,Once or twice a year,21,Male,"Undergraduate degree (BSc, BA)",1,For,I don't eat meat because of religious views.,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Vegan,1
6,1647023866531,11/03/2022 18:37:46,6024728,2,4,Strongly Disagree,statements,41,Rarely,Once or twice a year,24,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't know what a vegan diet is,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Vegan,1
7,1647023872200,11/03/2022 18:37:52,6024728,2,5,Strongly Agree,statements,42,Rarely,Once or twice a year,21,Male,"Undergraduate degree (BSc, BA)",2,Against,I don't have any kind of allergy to meat and/or dairy.,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Vegan,7
8,1647023878949,11/03/2022 18:37:58,6024728,2,6,Neither Agree nor Disagree,statements,50,A few times a year,A few times a year,19,Male,No formal qualifications,3,For,"Reduces negative impact of meat industry on environment
",Somewhat Agree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Vegan,4
9,1647023881218,11/03/2022 18:38:01,6024728,2,7,Strongly Agree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",3,For,concerns about animal welfare,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,7
10,1647023886231,11/03/2022 18:38:06,6024728,2,8,Somewhat Agree,statements,46,Most months,Most months,21,Male,A levels,3,Against,I believe that a strictly plant based diet would deprave me of much needed nutrients.,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
11,1647023891524,11/03/2022 18:38:11,6024728,2,9,Somewhat Agree,statements,48,Never,Once or twice a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,"can increase your energy level, make your skin look younger and improve your digestion",Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
12,1647023894422,11/03/2022 18:38:14,6024728,2,10,Somewhat Agree,statements,49,A few times a year,Rarely,NA,Male,"No formal qualifications,A levels",2,For,health related concerns,Somewhat Agree,NA,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Vegan,5
