Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_L,stanley_R,intellectual_R_1,intellectual_R_2,intellectual_R_3,intellectual_L_1,intellectual_L_2,intellectual_L_3,morality_R_1,morality_R_2,morality_R_3,morality_L_1,morality_L_2,morality_L_3,rater_position,response_ratings
18,1651664216764,04/05/2022 11:36:56,6404910,4,16,Somewhat Disagree,statements,50,Rarely,A few times a year,70,Male,A levels,1,Remain,Remainers to whom I spoke seemed convince that the UK would lose huge amounts of trade and therefore income would suffer.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,3
19,1651664221476,04/05/2022 11:37:01,6404910,4,17,Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",1,Leave,immigration control- being part of EU has made the country over crowded,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
20,1651664223636,04/05/2022 11:37:03,6404910,4,18,Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,2,Remain,It opens up more jobs or keep hold of jobs.,Neither Agree nor Disagree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
21,1651664227065,04/05/2022 11:37:07,6404910,4,19,Strongly Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",3,Leave,To help control our own economy and create more job opportunites for our people,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
22,1651664231973,04/05/2022 11:37:11,6404910,4,20,Agree,statements,49,Rarely,Rarely,22,Female,A levels,2,Leave,Voting leave will give our nation a sense of independence as a small island.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
23,1651664233872,04/05/2022 11:37:13,6404910,4,21,Somewhat Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,Remain,To trade easily with other EU counties.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,3
24,1651664237026,04/05/2022 11:37:17,6404910,4,22,Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Leave,In order for the UK to regain control over immigration and border control.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
25,1651664238622,04/05/2022 11:37:18,6404910,4,23,Neither Agree nor Disagree,statements,50,Rarely,A few times a year,70,Male,A levels,2,Leave,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,4
26,1651664241297,04/05/2022 11:37:21,6404910,4,24,Somewhat Disagree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",1,Leave,Paying too much to be a member,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,3
27,1651664243346,04/05/2022 11:37:23,6404910,4,25,Strongly Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,3,Leave,'-To have more control of our laws and regulations and the security of Britain,Neither Agree nor Disagree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,7
28,1651664245299,04/05/2022 11:37:25,6404910,4,26,Somewhat Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",3,Remain,Many businesses are in favour for it,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
29,1651664247298,04/05/2022 11:37:27,6404910,4,27,Agree,statements,42,Rarely,Most months,59,Male,GCSEs,1,Leave,Our own laws which had been eroded,Neither Agree nor Disagree,NA,Agree,Disagree,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,6
30,1651664250666,04/05/2022 11:37:30,6404910,4,28,Agree,statements,49,Rarely,Rarely,22,Female,A levels,1,Remain,Keeps tradition alive,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
31,1651664253558,04/05/2022 11:37:33,6404910,4,29,Somewhat Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",3,Leave,Too many restrictions,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
32,1651664260255,04/05/2022 11:37:40,6404910,4,30,Neither Agree nor Disagree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,3,Remain,EU can provide consumer goods over to the UK,Neither Agree nor Disagree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
33,1651664263480,04/05/2022 11:37:43,6404910,4,31,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",3,Leave,the EU never really wanted us to be part of it in the first place.,Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
34,1651664269223,04/05/2022 11:37:49,6404910,4,32,Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Leave,For our independence and gain some of our powers back.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
35,1651664271126,04/05/2022 11:37:51,6404910,4,33,Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Leave,To help us control our own money and  support UK based businesses,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
36,1651664272454,04/05/2022 11:37:52,6404910,4,34,Agree,statements,49,Rarely,Rarely,22,Female,A levels,3,Leave,Better for local small businesses,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
37,1651664276298,04/05/2022 11:37:56,6404910,4,35,Somewhat Agree,statements,49,Rarely,Rarely,22,Female,A levels,1,Leave,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
38,1651664278035,04/05/2022 11:37:58,6404910,4,36,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,Remain,Agreements are already in place,Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
39,1651664280877,04/05/2022 11:38:00,6404910,4,37,Neither Agree nor Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",2,Remain,There is good access to the markets within the EU,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
40,1651664281613,04/05/2022 11:38:01,6404910,4,38,Somewhat Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Remain,To travel easily between countries.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
42,1651664291258,04/05/2022 11:38:11,6404910,4,40,Somewhat Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",1,Remain,People feared it would damage the economy and we would lose the priveleges we had from imported foods etc,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
43,1651664292876,04/05/2022 11:38:12,6404910,4,41,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,Leave,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
44,1651664295385,04/05/2022 11:38:15,6404910,4,42,Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",2,Remain,Less impact on exports,Agree,NA,Somewhat Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
46,1651664304990,04/05/2022 11:38:24,6404910,4,44,Somewhat Disagree,statements,49,Rarely,Rarely,22,Female,A levels,2,Remain,Could be easier for the country to get food/goods,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,3
47,1651664306254,04/05/2022 11:38:26,6404910,4,45,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,Leave,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
48,1651664307987,04/05/2022 11:38:27,6404910,4,46,Somewhat Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",3,Leave,Interest of British People,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
49,1651664309365,04/05/2022 11:38:29,6404910,4,47,Somewhat Agree,statements,42,Rarely,Most months,59,Male,GCSEs,2,Leave,restriction of trade,Neither Agree nor Disagree,NA,Agree,Disagree,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
50,1651664313036,04/05/2022 11:38:33,6404910,4,48,Strongly Agree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",2,Leave,UK to govern own rules rather than EU rules,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,7
51,1651664317333,04/05/2022 11:38:37,6404910,4,49,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,1,Leave,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
52,1651664320771,04/05/2022 11:38:40,6404910,4,50,Somewhat Disagree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",3,Remain,"For holidaying purposes, to allow us to freely travel abroad without visas and restrictions",Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,3
53,1651664323725,04/05/2022 11:38:43,6404910,4,51,Somewhat Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Remain,To protect the economy in terms of the people here that are already in secure jobs thus not disrupting our welfare (i.e jobs like doctors healthcare etc),Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
54,1651664326537,04/05/2022 11:38:46,6404910,4,52,Agree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Leave,To support British Businesses and stop them from paying EU taxes for selling abroad.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,6
55,1651664329719,04/05/2022 11:38:49,6404910,4,53,Neither Agree nor Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",1,Remain,We are stronger in the EU,Agree,NA,Somewhat Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,4
56,1651664331798,04/05/2022 11:38:51,6404910,4,54,Neither Agree nor Disagree,statements,42,Rarely,Most months,59,Male,GCSEs,2,Remain,centralised policies,Neither Agree nor Disagree,NA,Agree,Disagree,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,4
57,1651664333939,04/05/2022 11:38:53,6404910,4,55,Neither Agree nor Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,Remain,Ease of travel between countries in the EU,Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,4
58,1651664337955,04/05/2022 11:38:57,6404910,4,56,Disagree,statements,49,Rarely,Rarely,22,Female,A levels,3,Remain,Could keep ties/relationships to other countries strong,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,2
59,1651664340910,04/05/2022 11:39:00,6404910,4,57,Neither Agree nor Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",1,Remain,The economy will thrive better as it is so integrated to the EU,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,4
60,1651664342835,04/05/2022 11:39:02,6404910,4,58,Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",3,Leave,Less immigration or controlled immigration,Agree,NA,Somewhat Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
61,1651664347041,04/05/2022 11:39:07,6404910,4,59,Agree,statements,50,Rarely,A few times a year,70,Male,A levels,3,Leave,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,6
62,1651664350313,04/05/2022 11:39:10,6404910,4,60,Somewhat Agree,statements,42,Rarely,Most months,59,Male,GCSEs,3,Leave,uncontrolled immigration,Neither Agree nor Disagree,NA,Agree,Disagree,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,LEAVE,5
63,1651664353355,04/05/2022 11:39:13,6404910,4,61,Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,1,Remain,EU businesses can continue to invest money into business in the UK,Neither Agree nor Disagree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
64,1651664354956,04/05/2022 11:39:14,6404910,4,62,Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,2,Leave,To work on Britain and focus on our country,Neither Agree nor Disagree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,6
3,1651664179881,04/05/2022 11:36:19,6404921,4,1,Strongly Agree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",1,Remain,We are stronger in the EU,Agree,NA,Somewhat Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,7
4,1651664187413,04/05/2022 11:36:27,6404921,4,2,Disagree,statements,43,Rarely,A few times a year,28,Male,"Undergraduate degree (BSc, BA)",1,Remain,The economy will thrive better as it is so integrated to the EU,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,2
5,1651664193037,04/05/2022 11:36:33,6404921,4,3,Somewhat Agree,statements,44,Rarely,Rarely,40,Female,"Undergraduate degree (BSc, BA)",2,Leave,To help us control our own money and  support UK based businesses,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,5
6,1651664197012,04/05/2022 11:36:37,6404921,4,4,Strongly Disagree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",1,Remain,Ease of travel between countries in the EU,Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
8,1651664203176,04/05/2022 11:36:43,6404921,4,5,Strongly Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,Remain,To travel easily between countries.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,1
9,1651664207361,04/05/2022 11:36:47,6404921,4,6,Somewhat Agree,statements,41,Never,Never,26,Female,Vocational Training / Apprenticeship,1,Remain,EU businesses can continue to invest money into business in the UK,Neither Agree nor Disagree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,LEAVE,5
10,1651664209482,04/05/2022 11:36:49,6404921,4,7,Strongly Agree,statements,46,Rarely,Never,65,Female,"Undergraduate degree (BSc, BA)",3,Remain,No freedom of movement,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
11,1651664211275,04/05/2022 11:36:51,6404921,4,8,Disagree,statements,45,Never,Rarely,35,Female,"Undergraduate degree (BSc, BA)",2,Remain,Less impact on exports,Agree,NA,Somewhat Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,2
12,1651664213027,04/05/2022 11:36:53,6404921,4,9,Disagree,statements,48,Rarely,Rarely,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,Remain,For national security.,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,2
13,1651664215058,04/05/2022 11:36:55,6404921,4,10,Somewhat Agree,statements,49,Rarely,Rarely,22,Female,A levels,3,Leave,Better for local small businesses,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
14,1651664222052,04/05/2022 11:37:02,6404921,4,11,Strongly Agree,statements,47,Rarely,Rarely,31,Female,"Undergraduate degree (BSc, BA)",2,Leave,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Neither Agree nor Disagree,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,LEAVE,7
15,1651664224152,04/05/2022 11:37:04,6404921,4,12,Disagree,statements,49,Rarely,Rarely,22,Female,A levels,1,Remain,Keeps tradition alive,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,2
16,1651664228909,04/05/2022 11:37:08,6404921,4,13,Somewhat Agree,statements,50,Rarely,A few times a year,70,Male,A levels,2,Leave,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,LEAVE,5
