Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,reasoning_stan,intellectual_stan_1,intellectual_stan_2,intellectual_stan_3,morality_stan_1,morality_stan_2,morality_stan_3,condition,ITT_cond,passedITT
28,1647360000000,15/03/2022 15:51,6054638,7,26,Agree,statements,79,A few times a year,A few times a year,37,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,For health  reasons.,Pro,6,PRO,471,194,For,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Baseline,0,NA
30,1647360000000,15/03/2022 15:51,6054638,7,28,Neither Agree nor Disagree,statements,78,A few times a year,Most months,32,Female,"Undergraduate degree (BSc, BA)",1,For,As it is viewed as a more healthy option,Pro,4,PRO,463,194,For,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Baseline,0,NA
31,1647360000000,15/03/2022 15:51,6054638,7,29,Strongly Agree,statements,73,A few times a year,A few times a year,19,Male,Vocational Training / Apprenticeship,2,For,Meat industry is a big part of CO2 emmision,Pro,7,PRO,434,194,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
37,1647360000000,15/03/2022 15:51,6054638,7,35,Somewhat Agree,statements,73,A few times a year,A few times a year,19,Male,Vocational Training / Apprenticeship,3,For,By not eaing animal products we are forcing ourselves to a more varied diet,Pro,5,PRO,435,194,For,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
42,1647360000000,15/03/2022 15:51,6054638,7,40,Strongly Agree,statements,77,Once or twice a year,A few times a year,30,Male,"Undergraduate degree (BSc, BA)",2,For,I want to look after animals.,Pro,7,PRO,458,194,For,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
44,1647360000000,15/03/2022 15:51,6054638,7,42,Strongly Agree,statements,74,Most months,Most weeks,21,Female,A levels,1,For,I care about environmental issues,Pro,7,PRO,439,194,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Baseline,0,NA
48,1647360000000,15/03/2022 15:51,6054638,7,46,Strongly Agree,statements,75,A few times a year,Most weeks,33,Female,"Undergraduate degree (BSc, BA)",2,For,Don't want to personally condone animals suffering so terribly,Pro,7,PRO,446,194,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
49,1647360000000,15/03/2022 15:51,6054638,7,47,Strongly Agree,statements,76,Once or twice a year,Most months,28,Non-binary,Vocational Training / Apprenticeship,3,For,"Just like veganism is the sustainable option when it comes to looking after our planet, plant-based living is also a more sustainable way of feeding the human family. A plant-based diet requires only",Pro,7,PRO,453,194,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
51,1647360000000,15/03/2022 15:52,6054638,7,49,Strongly Agree,statements,72,Most months,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",1,For,"For the environment and climate, given that these industries (e.g., meat industry) are the ones that end up harming the planet the most",Pro,7,PRO,427,194,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
53,1647360000000,15/03/2022 15:52,6054638,7,51,Somewhat Agree,statements,71,A few times a year,Most weeks,38,Female,"Undergraduate degree (BSc, BA)",3,For,Health - humans are healthier without consuming animal products,Pro,5,PRO,423,194,For,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Baseline,0,NA
55,1647360000000,15/03/2022 15:52,6054638,7,53,Agree,statements,76,Once or twice a year,Most months,28,Non-binary,Vocational Training / Apprenticeship,2,For,"Going vegan is a great opportunity to learn more about nutrition and cooking, and improve your diet. Getting your nutrients from plant foods allows more room in your diet for health-promoting options",Pro,6,PRO,452,194,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
61,1647360000000,15/03/2022 15:52,6054638,7,59,Strongly Disagree,statements,72,Most months,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",2,For,For the well-being of the animals in a world where apparently is okay to have animal (including human) cruelty as long as there is profit,Pro,1,PRO,428,194,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
62,1647360000000,15/03/2022 15:52,6054638,7,60,Somewhat Agree,statements,72,Most months,Most weeks,22,Female,"Undergraduate degree (BSc, BA)",3,For,"For health reasons, like being intolerant or allergic to some ingredients. I've seen food restrictions for those reasons being the first step towards an eventual veganism.",Pro,5,PRO,429,194,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Baseline,0,NA
63,1647360000000,15/03/2022 15:52,6054638,7,61,Strongly Agree,statements,80,Once or twice a year,Most months,32,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,Animal suffering is unnecessary. It is possible to eat without causing pain to sentient beings.,Pro,7,PRO,476,194,For,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Baseline,0,NA
4,1647360000000,15/03/2022 16:01,6054722,7,2,Strongly Agree,statements,17,Rarely,Most months,38,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,It prevents cruelty to animals.,Pro,7,PRO,98,196,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
9,1647360000000,15/03/2022 16:01,6054722,7,7,Strongly Agree,statements,12,Most days,Most weeks,27,Female,Doctorate (PhD),1,For,To stop participating in animal abuse by stopping financial support to the animal industry,Pro,7,PRO,67,196,For,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Baseline,0,NA
10,1647360000000,15/03/2022 16:01,6054722,7,8,Strongly Agree,statements,19,A few times a year,Most weeks,23,Male,"Undergraduate degree (BSc, BA)",3,For,To have a better planet,Pro,7,PRO,111,196,For,Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Baseline,0,NA
12,1647360000000,15/03/2022 16:02,6054722,7,10,Strongly Agree,statements,13,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,animal protection and some ethical considerations,Pro,7,PRO,73,196,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
15,1647360000000,15/03/2022 16:02,6054722,7,13,Strongly Agree,statements,14,Never,Most days,24,Non-binary,"Undergraduate degree (BSc, BA)",3,For,A well-planned vegan diet can be significantly less costly than one based on animal products,Pro,7,PRO,81,196,For,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Baseline,0,NA
17,1647360000000,15/03/2022 16:02,6054722,7,15,Strongly Agree,statements,16,Most weeks,Most days,27,Male,"Postgraduate degree (MSc, MA, MPhil)",2,For,The vegan style of life is the most healthy according to science.,Pro,7,PRO,92,196,For,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Baseline,0,NA
18,1647360000000,15/03/2022 16:02,6054722,7,16,Strongly Agree,statements,14,Never,Most days,24,Non-binary,"Undergraduate degree (BSc, BA)",1,For,Animals should not be taken advantage of or killed,Pro,7,PRO,79,196,For,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Baseline,0,NA
20,1647360000000,15/03/2022 16:03,6054722,7,18,Strongly Agree,statements,18,A few times a year,A few times a year,21,Female,NA,3,For,Overall health of the person on a vegan diet.,Pro,7,PRO,105,196,For,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
21,1647360000000,15/03/2022 16:03,6054722,7,19,Strongly Agree,statements,15,A few times a year,A few times a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,Health benefits of being vegan,Pro,7,PRO,87,196,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Baseline,0,NA
22,1647360000000,15/03/2022 16:03,6054722,7,20,Strongly Agree,statements,15,A few times a year,A few times a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,Animal cruelty/factory farming reason,Pro,7,PRO,86,196,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Baseline,0,NA
23,1647360000000,15/03/2022 16:03,6054722,7,21,Strongly Agree,statements,11,A few times a year,Once or twice a year,23,Female,"Undergraduate degree (BSc, BA)",2,For,environmental reasons - to reduce desflorestation for example,Pro,7,PRO,62,196,For,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
25,1647360000000,15/03/2022 16:03,6054722,7,23,Strongly Agree,statements,15,A few times a year,A few times a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,Environmental reason,Pro,7,PRO,85,196,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Baseline,0,NA
27,1647360000000,15/03/2022 16:03,6054722,7,25,Strongly Agree,statements,16,Most weeks,Most days,27,Male,"Postgraduate degree (MSc, MA, MPhil)",3,For,The vegan style of life is the most ecological way to live on our planet,Pro,7,PRO,93,196,For,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Baseline,0,NA
28,1647360000000,15/03/2022 16:03,6054722,7,26,Strongly Agree,statements,20,A few times a year,Most days,29,Male,"Undergraduate degree (BSc, BA)",3,For,"I'm vegan for my health. There's lots of studies that prove that an elevated intake of meat is bad for your health, so by choosing a plant based diet I'm taking care of my body.",Pro,7,PRO,117,196,For,Strongly Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Baseline,0,NA
31,1647360000000,15/03/2022 16:03,6054722,7,29,Strongly Agree,statements,11,A few times a year,Once or twice a year,23,Female,"Undergraduate degree (BSc, BA)",1,For,ethical reasons - not to harm animals,Pro,7,PRO,61,196,For,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
32,1647360000000,15/03/2022 16:03,6054722,7,30,Strongly Agree,statements,12,Most days,Most weeks,27,Female,Doctorate (PhD),3,For,To stop the destruction of the environment,Pro,7,PRO,69,196,For,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Baseline,0,NA
33,1647360000000,15/03/2022 16:03,6054722,7,31,Strongly Agree,statements,20,A few times a year,Most days,29,Male,"Undergraduate degree (BSc, BA)",1,For,"I'm vegan for the animals because they have a right to live, just like we do and therefore it is immoral to kill them for food.",Pro,7,PRO,115,196,For,Strongly Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Baseline,0,NA
36,1647360000000,15/03/2022 16:03,6054722,7,34,Strongly Agree,statements,11,A few times a year,Once or twice a year,23,Female,"Undergraduate degree (BSc, BA)",3,For,health reasons - to reduce cholesterol in their diets,Pro,7,PRO,63,196,For,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Baseline,0,NA
37,1647360000000,15/03/2022 16:04,6054722,7,35,Strongly Agree,statements,20,A few times a year,Most days,29,Male,"Undergraduate degree (BSc, BA)",2,For,I'm vegan for the planet. Producing meat is taking a toll on the planet and a lot of climate change issues could be tackled if most people adopted a vegan lifestyle.,Pro,7,PRO,116,196,For,Strongly Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Baseline,0,NA
39,1647360000000,15/03/2022 16:04,6054722,7,37,Strongly Agree,statements,13,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,well-being. People who are vegan feel better with himselves/herselves,Pro,7,PRO,74,196,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
44,1647360000000,15/03/2022 16:04,6054722,7,42,Strongly Agree,statements,18,A few times a year,A few times a year,21,Female,NA,1,For,Care for the animals and their well-being.,Pro,7,PRO,103,196,For,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
45,1647360000000,15/03/2022 16:04,6054722,7,43,Strongly Agree,statements,12,Most days,Most weeks,27,Female,Doctorate (PhD),2,For,"To extend moral consideration to animals, acknowledging their right to bodily autonomy and freedom",Pro,7,PRO,68,196,For,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Baseline,0,NA
46,1647360000000,15/03/2022 16:04,6054722,7,44,Strongly Agree,statements,18,A few times a year,A few times a year,21,Female,NA,2,For,Care for the environment and climat change.,Pro,7,PRO,104,196,For,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Baseline,0,NA
48,1647360000000,15/03/2022 16:04,6054722,7,46,Strongly Agree,statements,17,Rarely,Most months,38,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,It is better for your health to eat a vegan diet.,Pro,7,PRO,97,196,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
49,1647360000000,15/03/2022 16:04,6054722,7,47,Strongly Agree,statements,19,A few times a year,Most weeks,23,Male,"Undergraduate degree (BSc, BA)",1,For,Its an healthier diet,Pro,7,PRO,109,196,For,Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Baseline,0,NA
50,1647360000000,15/03/2022 16:04,6054722,7,48,Strongly Agree,statements,14,Never,Most days,24,Non-binary,"Undergraduate degree (BSc, BA)",2,For,Animal product based diets are environmentally unsustainable,Pro,7,PRO,80,196,For,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Baseline,0,NA
52,1647360000000,15/03/2022 16:04,6054722,7,50,Strongly Agree,statements,17,Rarely,Most months,38,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,It is better for the environment to be vegan.,Pro,7,PRO,99,196,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
53,1647360000000,15/03/2022 16:04,6054722,7,51,Strongly Agree,statements,13,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,being healthy. Eating meat is considered to be unhealthy,Pro,7,PRO,75,196,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
54,1647360000000,15/03/2022 16:04,6054722,7,52,Strongly Agree,statements,19,A few times a year,Most weeks,23,Male,"Undergraduate degree (BSc, BA)",2,For,To stop animal cruelty,Pro,7,PRO,110,196,For,Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Baseline,0,NA
59,1647360000000,15/03/2022 16:05,6054722,7,57,Agree,statements,16,Most weeks,Most days,27,Male,"Postgraduate degree (MSc, MA, MPhil)",1,For,If you are vegan you don't exploit or harm animals in any way.,Pro,6,PRO,91,196,For,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Baseline,0,NA
3,1647360000000,15/03/2022 16:14,6054865,7,1,Somewhat Agree,statements,19,A few times a year,Most weeks,23,Male,"Undergraduate degree (BSc, BA)",3,For,To have a better planet,Pro,5,PRO,111,198,For,Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Baseline,0,NA
5,1647360000000,15/03/2022 16:15,6054865,7,3,Agree,statements,15,A few times a year,A few times a year,25,Female,"Postgraduate degree (MSc, MA, MPhil)",2,For,Animal cruelty/factory farming reason,Pro,6,PRO,86,198,For,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Baseline,0,NA
7,1647360000000,15/03/2022 16:15,6054865,7,5,Somewhat Disagree,statements,17,Rarely,Most months,38,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,It is better for your health to eat a vegan diet.,Pro,3,PRO,97,198,For,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Baseline,0,NA
8,1647360000000,15/03/2022 16:15,6054865,7,6,Agree,statements,13,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",1,For,animal protection and some ethical considerations,Pro,6,PRO,73,198,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
9,1647360000000,15/03/2022 16:15,6054865,7,7,Somewhat Disagree,statements,13,A few times a year,Most months,28,Female,"Postgraduate degree (MSc, MA, MPhil)",3,For,being healthy. Eating meat is considered to be unhealthy,Pro,3,PRO,75,198,For,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Baseline,0,NA
10,1647360000000,15/03/2022 16:15,6054865,7,8,Disagree,statements,20,A few times a year,Most days,29,Male,"Undergraduate degree (BSc, BA)",3,For,"I'm vegan for my health. There's lots of studies that prove that an elevated intake of meat is bad for your health, so by choosing a plant based diet I'm taking care of my body.",Pro,2,PRO,117,198,For,Strongly Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Baseline,0,NA
